1656633701262,1.4702005
1656634301085,1.512386
1656634900710,1.5569878
1656635500732,1.5353513
1656636101461,1.7339305
1656636701150,1.626029
1656637301619,1.7655127
1656637901874,1.5309165
1656638501816,1.5193822
1656639102707,1.9848461
1656639701506,1.7349063
1656640302416,1.7517194
1656640901518,1.5582296
1656641501749,1.8707231
1656642101918,1.764932
1656642701842,1.708086
1656643302154,1.5481174
1656643902662,1.7667588
1656644501846,1.4638028
1656645101730,1.8124322
1656645701874,1.5338567
1656646302561,1.6048083
1656646901633,1.5361511
1656647502363,1.5611659
1656648102499,1.7989221
1656648702049,1.7972535
1656649302760,1.3385035
1656649902423,1.9811561
1656650502411,1.5273604
1656651102935,1.7133634
1656651702605,1.5099651
1656652302872,1.6875472
1656652902699,1.4631157
1656653502306,1.2722565
1656654103108,1.803493
1656654703067,1.4342486
1656655303009,1.5721509
1656655902714,1.65794
1656656503341,1.6969423
1656657103205,1.2278544
1656657702584,1.487587
1656658303408,1.3669764
1656658902926,1.6774929
1656659503153,1.3757149
1656660103131,1.3144861
1656660703281,1.843738
1656661302983,1.6970316
1656661903307,2.0343454
1656662503410,1.5529938
1656663103555,1.3554258
1656663702975,1.5701915
1656664303275,1.946031
1656664902823,1.455478
1656665502880,1.9317648
1656666103724,1.5539446
1656666703463,1.697629
1656667303879,1.731143
1656667903631,1.5073355
1656668503506,1.7963077
1656669103796,1.6863967
1656669703361,1.4360307
1656670303407,1.5676163
1656670903443,1.7651772
1656671504196,1.7660288
1656672103218,1.7866839
1656672703367,1.5843335
1656673303542,2.0703325
1656673904361,1.6590284
1656674503698,1.7135049
1656675104065,1.8608904
1656675704137,1.9707824
1656676304037,1.7743016
1656676903595,1.6881198
1656677503970,1.2693644
1656678104031,1.467631
1656678703974,1.8091445
1656679303832,1.5869589
1656679903923,1.7926518
1656680504605,1.5801678
1656681104097,1.6087421
1656681704535,1.4151187
1656682304177,1.2946501
1656682904372,1.7874845
1656683505250,1.7927389
1656684104546,1.6366514
1656684704539,1.5979874
1656685304830,1.7347559
1656685904936,1.6409228
1656686504596,1.7709463
1656687104878,1.9593718
1656687704705,1.7618074
1656688305036,1.7372843
1656688904991,1.7734022
1656689504817,1.4952623
1656690105257,1.7389356
1656690705733,1.7298229
1656691305748,1.7213883
1656691905139,1.8277907
1656692505527,1.8935121
1656693105375,1.649971
1656693705313,1.8091248
1656694305621,1.7739884
1656694906236,1.7198557
1656695506171,2.0549846
1656696105755,1.9810505
1656696705608,1.9698758
1656697306642,1.7680467
1656697906057,1.9305569
1656698506901,1.7734785
1656699106353,2.1739323
1656699706284,1.9050997
1656700308686,1.668967
1656700907944,2.1407912
1656701507228,1.631458
1656702107783,2.0088229
1656702709041,1.755736
1656703310139,1.8810354
1656703907270,1.9241054
1656704509202,1.944149
1656705109043,1.5010753
1656705707987,1.7189604
1656706308092,1.9486223
1656706909444,1.8890233
1656707508148,1.5724877
1656708107490,1.9324995
1656708706812,1.581031
1656709307289,1.8071759
1656709907624,1.9275486
1656710507620,1.6700979
